creado,fecha,proyecto,vendedor,tipo_de_cliente,cliente,cantidad,articulo,costo,impresión,precio,total,mermas,paqueteria_o_gasto_extra,utilidad_real
2018-11-07 10:16:16,2018-10-22,AS1810160101,CRISTIAN HERNANDEZ,RECURRENTE,PARAUTOS,25.0,AGENDA DIARIA,338.81,24.2,486.82,12170.5,1.0,0.0,2756.44
2018-11-07 10:24:11,2018-10-29,AS1810250102,CRISTIAN HERNANDEZ,NUEVO,CODIX,150.0,BOLSA DE TEES,20.75,24.2,52.63,7894.5,2.0,0.0,1110.5
2018-11-07 10:24:11,2018-10-29,AS1810250102,CRISTIAN HERNANDEZ,NUEVO,CODIX,300.0,BOLIGRAFO BIC WIDE BODY,5.18,0.0,24.67,7401.0,0.0,0.0,5847.0
2018-11-07 10:24:11,2018-10-29,AS1810250102,CRISTIAN HERNANDEZ,NUEVO,CODIX,500.0,PELOTA DE GOLF ANTIESTRES,7.75,2.04,12.89,6445.0,2.0,0.0,1534.5
2018-11-07 10:24:11,2018-10-29,AS1810250102,CRISTIAN HERNANDEZ,NUEVO,CODIX,150.0,BOLIGRAFO DE BAMBOO,8.77,9.35,23.87,3580.5,2.0,0.0,844.96
2018-11-09 08:44:25,2018-11-02,AS1811020301,CRISTIAN HERNANDEZ,RECURRENTE,Armando Pizaña,22.0,RELOJ PARA CABALLERO,290.54,0.0,363.99,8007.78,0.0,0.0,1615.9
2018-11-09 08:44:25,2018-11-02,AS1811020301,CRISTIAN HERNANDEZ,RECURRENTE,Armando Pizaña,12.0,RELOJ PARA DAMA,290.54,0.0,363.99,4367.88,0.0,0.0,881.4
2018-11-09 08:44:25,2018-11-02,AS1811020301,CRISTIAN HERNANDEZ,RECURRENTE,Armando Pizaña,67.0,SET CABALLERO,210.99,0.0,257.96,17283.32,0.0,0.0,3146.99
2018-11-09 08:44:25,2018-11-02,AS1811020301,CRISTIAN HERNANDEZ,RECURRENTE,Armando Pizaña,47.0,SET DAMA,210.99,0.0,257.96,12124.12,0.0,0.0,2207.59
2018-11-09 08:51:21,2018-11-06,AS1810290203,CRISTIAN HERNANDEZ,RECURRENTE,Nathalie Dittombé,102.0,AUDIFONOS NEGROS,205.92,4.31,265.71,27102.42,1.0,0.0,5453.04
2018-11-09 08:51:21,2018-11-06,AS1810290203,CRISTIAN HERNANDEZ,RECURRENTE,Nathalie Dittombé,102.0,AUDIFONOS BLANCOS,205.92,4.31,265.71,27102.42,0.0,0.0,5658.96
2018-11-12 12:41:41,2018-11-12,AS1811010103,CRISTIAN HERNANDEZ,NUEVO,IMPRESOS RUGAL E HIJOS,500.0,MORRAL,11.7,0.0,18.95,9475.0,0.0,0.0,3625.0
2018-11-12 12:41:41,2018-11-12,AS1811010103,CRISTIAN HERNANDEZ,NUEVO,IMPRESOS RUGAL E HIJOS,500.0,MORRAL,11.7,0.0,18.95,9475.0,0.0,0.0,3625.0
2018-11-13 16:48:47,2018-11-13,AS1809120203,CRISTIAN HERNANDEZ,NUEVO,Fernando Garza Y Tenopala,50.0,AGENDA DIARIA,100.68,0.0,125.85,6292.5,0.0,0.0,1258.5
2018-11-13 17:20:21,2018-11-13,PS1811090202,CRISTIAN HERNANDEZ,RECURRENTE,VMACS,103.0,AGENDA DIARIA,100.68,45.0,189.38,19506.14,1.0,0.0,4400.42
2018-11-13 17:20:21,2018-11-13,PS1811120201,CRISTIAN HERNANDEZ,RECURRENTE,VMACS,100.0,AGENDA DIARIA,100.68,45.0,189.38,18938.0,1.0,0.0,4269.32
2018-11-15 08:52:40,2018-11-14,AS1811080102,CRISTIAN HERNANDEZ,NUEVO,PWS MEXICO,220.0,Audífonos bluetooth,77.22,5.0,124.79,27453.8,1.0,0.0,9288.18
2018-11-15 17:26:37,2018-11-15,AS1811140301,CRISTIAN HERNANDEZ,NUEVO,Marisol Garcia,85.0,AGENDA EJECUTIVA CLASICA,98.15,0.0,124.65,10595.25,0.0,0.0,2252.5
2018-11-16 14:15:29,2018-11-16,AS1811140602,CRISTIAN HERNANDEZ,NUEVO,"DIESVI DESARROLLO INFORMATICO, S.C.",50.0,Audífonos bluetooth,77.22,16.28,136.07,6803.5,1.0,0.0,2051.28
2018-11-22 10:47:09,2018-11-20,AS1811140102,CRISTIAN HERNANDEZ,NUEVO,FUSSION 45,300.0,Estuche sólido de cartón,10.14,0.0,12.88,3864.0,0.0,95.61,726.39
2018-11-22 11:12:19,2018-11-21,PS1811200101,CRISTIAN HERNANDEZ,RECURRENTE,VMACS,50.0,AGENDA EJECUTIVA CLASICA,100.68,45.0,196.67,9833.5,1.0,0.0,2448.82
2018-11-26 08:00:55,2018-11-22,AS1811200304,CRISTIAN HERNANDEZ,RECURRENTE,FUSSION 45,160.0,TERMO OSAKA,75.46,14.85,110.68,17708.8,1.0,0.0,3183.74
2018-11-29 12:46:11,2018-11-28,PS1811270202,CRISTIAN HERNANDEZ,RECURRENTE,MAYAKOBA,155.0,ANOTADOR DE MADERA,72.25,5.68,105.21,16307.55,2.0,0.0,4083.9
2018-11-29 12:46:11,2018-11-28,AS1811220301,CRISTIAN HERNANDEZ,NUEVO,CAME,115.0,Brazalete de papel plastificado,17.55,9.57,37.62,4326.3,2.0,0.0,1172.4
2018-11-29 15:25:32,2018-11-28,PS1811120101,CRISTIAN HERNANDEZ,RECURRENTE,SINTRA,100.0,PORTA GAFETE,15.18,0.0,25.06,2506.0,1.0,0.0,972.82
2018-11-30 12:38:18,2018-11-30,AS1809260205,CRISTIAN HERNANDEZ,RECURRENTE,LASALLE PACHUCA,300.0,LIBRETAS ECOLOGICAS,17.85,2.15,26.25,7875.0,2.0,0.0,1839.3
2018-11-30 12:40:38,2018-11-30,AS1809260205,CRISTIAN HERNANDEZ,RECURRENTE,LASALLE,200.0,USB LONDON 8 GB,60.0,2.42,101.75,20350.0,2.0,0.0,7746.0
2018-12-05 17:20:55,2018-12-04,AS1811270403,CRISTIAN HERNANDEZ,RECURRENTE,ARMANDO PISAÑA,15.0,SET DE VINO,159.11,0.0,257.0,3855.0,0.0,0.0,1468.35
2018-12-05 17:24:00,2018-12-04,AS1811290201,CRISTIAN HERNANDEZ,RECURRENTE,ALTECH CORP,150.0,CABLE MULTICONECTOR,30.42,4.25,43.49,6523.5,2.0,0.0,1262.16
2018-12-12 10:23:31,2018-12-11,PS1812060402,CRISTIAN HERNANDEZ,RECURRENTE,SEVILLA FUSION,1000.0,BOLÍGRAFO METÁLICO,9.0,1.05,12.17,12170.0,2.0,0.0,2102.0
2018-12-12 10:45:11,2018-12-07,PS1812040202,CRISTIAN HERNANDEZ,RECURRENTE,VMACS,3.0,AGENDAS DIARIAS,100.68,233.33,501.01,1503.03,1.0,0.0,400.32
2018-12-13 10:46:15,2018-12-13,AS1812110101,CRISTIAN HERNANDEZ,RECURRENTE,ALTECH CORP,500.0,LLAVERO FLEXOMETRO,4.94,1.1,8.58,4290.0,2.0,98.5,1161.62
2018-12-17 15:42:54,2018-12-13,AS1812110301,CRISTIAN HERNANDEZ,NUEVO,TRADEINC,105.0,CUBO ECOLOGICO,41.51,0.0,54.79,5752.95,0.0,0.0,1394.4
2018-12-17 15:47:03,2018-12-17,AS1812140101,CRISTIAN HERNANDEZ,RECURRENTE,ALTECH CORP,50.0,Herramienta plegable,113.1,9.35,150.73,7536.5,1.0,0.0,1300.9
2018-12-17 15:47:03,2018-12-17,AS1812140101,CRISTIAN HERNANDEZ,RECURRENTE,ALTECH CORP,200.0,USB LONDON 8 GB,60.0,2.42,88.85,17770.0,2.0,0.0,5166.0
2019-01-02 11:23:46,2018-12-21,AS1812190102,CRISTIAN HERNANDEZ,NUEVO,NGSSOL,50.0,LIBRETA SMYRNA,30.45,22.0,73.28,3664.0,2.0,0.0,980.6
2019-01-15 18:01:28,2019-01-15,PS1901090101,CRISTIAN HERNANDEZ,RECURRENTE,OSS,250.0,USB CUSTOM 8 GB,154.0,0.0,189.42,47355.0,0.0,0.0,8855.0
2019-01-25 16:53:50,2019-01-21,AS1901080202,CRISTIAN HERNANDEZ,RECURRENTE,Carlos A.  Del Razo S,50.0,Bolígrafo metálico,31.98,9.68,63.87,3193.5,2.0,0.0,1046.54
2019-01-31 11:45:04,2019-01-28,AS1901250302,CRISTIAN HERNANDEZ,NUEVO,ADHETEC,150.0,CILINDRO LAKE,12.72,4.25,22.76,3414.0,2.0,0.0,843.06
2019-01-31 11:45:04,2019-01-28,AS1901250302,CRISTIAN HERNANDEZ,NUEVO,ADHETEC,200.0,CARRIE Llavero de plástico,4.8,2.2,15.5,3100.0,2.0,0.0,1690.4
2019-01-31 11:45:04,2019-01-28,AS1901250302,CRISTIAN HERNANDEZ,NUEVO,ADHETEC,910.0,BOLÍGRAFO DE PLÁSTICO,2.55,2.2,5.81,5287.1,2.0,0.0,959.5
2019-02-01 17:15:02,2019-02-01,PS1901180103,CRISTIAN HERNANDEZ,RECURRENTE,CREDIFIEL,350.0,VASO DE PLÁSTICO,9.58,1.95,14.99,5246.5,2.0,0.0,1191.84
2019-02-01 17:15:02,2019-02-01,PS1901180103,CRISTIAN HERNANDEZ,RECURRENTE,CREDIFIEL,350.0,Porta Gafete,12.39,0.0,18.42,6447.0,1.0,0.0,2098.11
2019-02-05 17:27:04,2019-02-05,AS1901140102,CRISTIAN HERNANDEZ,RECURRENTE,IMPRESOS RUGAL,350.0,Morral con cordón y arillo azul,11.7,0.0,18.95,6632.5,0.0,0.0,2537.5
2019-02-05 17:27:04,2019-02-05,AS1901140102,CRISTIAN HERNANDEZ,RECURRENTE,IMPRESOS RUGAL,350.0,Morral con cordón y arillo verde,11.7,0.0,18.95,6632.5,0.0,0.0,2537.5
2019-02-05 17:27:04,2019-02-05,AS1901140102,CRISTIAN HERNANDEZ,RECURRENTE,IMPRESOS RUGAL,300.0,Morral con cordón y arillo rojo,11.7,0.0,18.95,5685.0,0.0,0.0,2175.0
2019-02-13 16:37:07,2019-02-12,AS1902110202,CRISTIAN HERNANDEZ,NUEVO,Gabriela Robredo Martínez,80.0,LONCHERA EVENKI AZUL,33.05,4.4,49.68,3974.4,1.0,0.0,945.35
2019-02-13 16:37:07,2019-02-12,AS1902110202,CRISTIAN HERNANDEZ,NUEVO,Gabriela Robredo Martínez,90.0,LONCHERA EVENKI ROJA,33.05,4.4,49.68,4471.2,1.0,0.0,1067.65
2019-02-13 16:37:07,2019-02-12,AS1902110202,CRISTIAN HERNANDEZ,NUEVO,Gabriela Robredo Martínez,80.0,LONCHERA EVENKI NEGRA,33.05,4.4,49.68,3974.4,1.0,0.0,945.35
2019-02-13 16:40:22,2019-02-13,AS1902050103,CRISTIAN HERNANDEZ,RECURRENTE,Armando Pizaña,50.0,USB PIEL,80.0,0.0,113.0,5650.0,0.0,0.0,1650.0
2019-02-19 08:52:13,2019-02-18,AS1902150102,CRISTIAN HERNANDEZ,RECURRENTE,Victor Lopez,70.0,HERRAMIENTA PLEGABLE,110.2,9.35,150.73,10551.1,1.0,0.0,2072.4
2019-02-20 17:17:09,2019-02-18,AS1901300102,CRISTIAN HERNANDEZ,NUEVO,FAO,269.0,USB ecológica en tubo,67.0,1.43,87.86,23634.34,0.0,0.0,5226.67
2019-02-20 17:17:09,2019-02-18,AS1901300102,CRISTIAN HERNANDEZ,NUEVO,FAO,31.0,USB de cartón reciclado,80.0,1.43,87.86,2723.66,2.0,0.0,39.33
2019-02-20 17:17:09,2019-02-18,AS1901300102,CRISTIAN HERNANDEZ,NUEVO,FAO,500.0,BOLÍGRAFO PLANET,2.42,1.1,4.59,2295.0,2.0,82.54,447.62
2019-02-21 16:58:20,2019-02-21,AS1902120103,CRISTIAN HERNANDEZ,RECURRENTE,LA SALLE PACHUCA,5000.0,BOLÍGRAFO PLANET,2.27,0.6,3.59,17950.0,5.0,0.0,3588.65
2019-02-25 17:59:19,2019-02-25,AS1901220205,CRISTIAN HERNANDEZ,RECURRENTE,Cesar Franco,102.0,Espejo rectangular,12.16,4.84,24.94,2543.88,2.0,0.0,785.56
2019-02-25 17:59:19,2019-02-25,AS1901220205,CRISTIAN HERNANDEZ,RECURRENTE,Cesar Franco,52.0,Termo de acero,113.24,17.38,171.95,8941.4,1.0,0.0,2035.92
2019-02-28 12:59:13,2019-02-25,AS1901220205,CRISTIAN HERNANDEZ,RECURRENTE,Cesar Franco,1.0,Espejo rectangular,12.16,0.0,24.94,24.94,0.0,0.0,12.78
2019-02-28 12:59:13,2019-02-25,AS1901220205,CRISTIAN HERNANDEZ,RECURRENTE,Cesar Franco,1.0,Termo de acero,113.24,0.0,171.95,171.95,0.0,0.0,58.71
2019-02-28 12:59:13,2019-02-27,AS1902250101,CRISTIAN HERNANDEZ,RECURRENTE,ADHETEC,250.0,CARRIE Llavero de plástico,4.8,1.76,15.5,3875.0,1.0,0.0,2230.2
2019-02-28 12:59:13,2019-02-27,AS1902250101,CRISTIAN HERNANDEZ,RECURRENTE,ADHETEC,200.0,CILINDRO LAKE,12.72,3.19,22.76,4552.0,1.0,0.0,1357.28
2019-02-28 12:59:13,2019-02-27,AS1902250101,CRISTIAN HERNANDEZ,RECURRENTE,ADHETEC,1000.0,BOLÍGRAFO DE PLÁSTICO,2.55,1.87,5.81,5810.0,3.0,0.0,1382.35
2019-02-28 17:16:44,2019-02-28,AS1902280201,CRISTIAN HERNANDEZ,RECURRENTE,ARMANDO PIZAÑA,50.0,USB PIEL,80.0,0.0,113.0,5650.0,0.0,0.0,1650.0
2019-03-04 17:35:04,2019-03-04,AS1902260401,CRISTIAN HERNANDEZ,RECURRENTE,LA SALLE PACHUCA,300.0,"LIBRETA ""ECOLÓGICA""",17.85,2.15,26.25,7875.0,2.0,754.0,1085.3
2019-03-06 15:27:44,2019-03-06,PS1902200101,CRISTIAN HERNANDEZ,RECURRENTE,CALIDAD INTEGRAL,80.0,TARJETERO VERTICAL. DOBLE,46.73,0.0,58.41,4672.8,0.0,0.0,934.4
2019-03-07 14:14:18,2019-03-07,AS1902130201,CRISTIAN HERNANDEZ,NUEVO,Magali Badillo Hernández,500.0,Pastillero circular,5.85,2.04,9.97,4985.0,2.0,0.0,1028.3
2019-03-08 17:24:29,2019-03-08,AS1903050102,CRISTIAN HERNANDEZ,RECURRENTE,GRUPO COMPROMER,250.0,SET ECOLOGICO,20.41,0.0,27.96,6990.0,0.0,0.0,1887.5
2019-03-11 17:52:16,2019-03-11,PS1903060102,CRISTIAN HERNANDEZ,NUEVO,SMASH,150.0,BOLÍGRAFO Y PUNTERO METÁLICO,53.55,13.0,76.53,11479.5,2.0,0.0,1389.9
2019-03-13 17:03:04,2019-03-13,AS1902250701,CRISTIAN HERNANDEZ,RECURRENTE,Diana Hernandez,101.0,"HIELERA RIGIDA DE PLASTICO CON 2 ASA,",89.93,0.0,116.01,11717.01,0.0,0.0,2634.08
2019-03-13 17:03:04,2019-03-13,AS1902250701,CRISTIAN HERNANDEZ,RECURRENTE,Diana Hernandez,101.0,"HIELERA RIGIDA DE PLASTICO CON ASA,",83.01,0.0,102.64,10366.64,0.0,0.0,1982.63
2019-03-20 13:28:18,2019-03-19,AS1902250401,CRISTIAN HERNANDEZ,RECURRENTE,Armando Bojorges,1000.0,LAPIZ DE MADERA,1.31,0.94,4.09,4090.0,4.0,0.0,1834.76
2019-03-20 13:30:56,2019-03-19,AS1902280302,CRISTIAN HERNANDEZ,NUEVO,COLEGIO ATID,100.0,TAZA DE CERÁMICA,21.27,8.69,44.83,4483.0,3.0,0.0,1423.19
2019-03-22 09:04:25,2019-03-21,AS1903210103,CRISTIAN HERNANDEZ,NUEVO,GRUPO GREEN MARKET,757.0,Termo de acero inoxidable,98.04,0.0,118.73,89878.61,0.0,0.0,15662.33
2019-03-22 17:29:20,2019-03-22,AS1903190201,CRISTIAN HERNANDEZ,NUEVO,MEXICANA DE BECAS,500.0,ALCANCIA EN FORMA DE CERDITO,13.49,1.76,19.04,9520.0,2.0,0.0,1868.02
2019-03-26 08:44:10,2019-03-25,AS1903200101,CRISTIAN HERNANDEZ,NUEVO,CLUB TECAMACHALCO,250.0,CILINDRO BANNAYA,48.92,2.55,65.92,16480.0,2.0,0.0,3514.66
2019-03-26 18:32:29,2019-03-26,AS1903130305,CRISTIAN HERNANDEZ,RECURRENTE,COLEGIO ATID,200.0,LIBRETA C/80 HOJAS,18.47,5.5,28.22,5644.0,2.0,0.0,813.06
2019-03-26 18:32:29,2019-03-26,AS1903130305,CRISTIAN HERNANDEZ,RECURRENTE,COLEGIO ATID,150.0,Bolígrafo metálico,25.04,3.23,34.33,5149.5,2.0,0.0,858.92
2019-03-26 18:32:29,2019-03-26,AS1903130305,CRISTIAN HERNANDEZ,RECURRENTE,COLEGIO ATID,200.0,ATOMIZADOR LUGI,13.67,2.2,20.3,4060.0,2.0,0.0,858.66
2019-03-26 18:32:29,2019-03-26,AS1903130305,CRISTIAN HERNANDEZ,RECURRENTE,COLEGIO ATID,50.0,"Reloj, tarjetero y porta clip",36.13,0.0,46.69,2334.5,1.0,0.0,491.87
2019-03-26 18:32:29,2019-03-26,AS1903130305,CRISTIAN HERNANDEZ,RECURRENTE,COLEGIO ATID,100.0,CILINDRO VERDE,12.07,3.19,18.28,1828.0,1.0,0.0,289.93
2019-03-26 18:32:29,2019-03-26,AS1903130305,CRISTIAN HERNANDEZ,RECURRENTE,COLEGIO ATID,100.0,CILINDRO MORADO,12.07,3.19,18.28,1828.0,1.0,0.0,289.93
2019-03-26 18:50:53,2019-03-26,AS1903110103,CRISTIAN HERNANDEZ,RECURRENTE,FAO,120.0,MANDIL PARA COCINA,28.59,6.78,53.36,6403.2,2.0,0.0,2101.62
2019-03-26 18:50:53,2019-03-26,AS1903110103,CRISTIAN HERNANDEZ,RECURRENTE,FAO,500.0,SET ESCOLAR ECOLOGICO,9.96,1.59,15.53,7765.0,2.0,0.0,1970.08
2019-03-26 18:50:53,2019-03-26,AS1903110103,CRISTIAN HERNANDEZ,RECURRENTE,FAO,150.0,GORRA SÁNDWICH,23.55,16.5,50.75,7612.5,2.0,0.0,1557.9
2019-03-27 15:53:53,2019-03-27,AS1903270301,CRISTIAN HERNANDEZ,RECURRENTE,ARMANDO PIZAÑA,100.0,USB DE PIEL,80.0,0.0,108.65,10865.0,0.0,0.0,2865.0
2019-03-28 16:58:38,2019-03-28,AS1903070301,CRISTIAN HERNANDEZ,RECURRENTE,NGSSOL,20.0,PORTA LAPTOP,208.25,30.25,309.44,6188.8,0.0,0.0,1418.8
2019-03-29 12:23:26,2019-03-29,AS1903080101,CRISTIAN HERNANDEZ,RECURRENTE,MEXICANA DE BECAS,1000.0,FIGURA DE CERDO ANTIESTRES,13.42,0.94,18.12,18120.0,3.0,0.0,3719.74
2019-03-29 16:07:12,2019-03-29,AS1903140105,CRISTIAN HERNANDEZ,RECURRENTE,PARAUTOS,35.0,BOLSA MULTIUSOS,81.63,31.43,156.63,5482.05,1.0,0.0,1443.32
2019-03-29 16:07:12,2019-03-29,AS1903140105,CRISTIAN HERNANDEZ,RECURRENTE,PARAUTOS,35.0,LLAVERO METALICO ROUND,9.71,13.83,47.42,1659.7,2.0,0.0,816.38
2019-03-29 16:07:12,2019-03-29,AS1903140105,CRISTIAN HERNANDEZ,RECURRENTE,PARAUTOS,35.0,MUG METALICO,74.8,22.0,127.0,4445.0,2.0,870.0,37.4
2019-04-03 18:00:47,2019-04-03,PS1904020101,CRISTIAN HERNANDEZ,RECURRENTE,Sergio Zamora,50.0,HIELERA PUBLICITARIA,38.92,0.0,64.41,3220.5,0.0,0.0,1274.5
2019-04-03 18:00:47,2019-04-03,PS1904020101,CRISTIAN HERNANDEZ,RECURRENTE,Sergio Zamora,50.0,HIELERA PUBLICITARIA,38.92,0.0,64.41,3220.5,0.0,0.0,1274.5
2019-04-08 15:42:01,2019-04-08,AS1904050303,CRISTIAN HERNANDEZ,NUEVO,Jose Luis Azueta,280.0,ALCANCIA EN FORMA DE CERDITO ROSAS,13.49,0.0,16.86,4720.8,0.0,0.0,943.6
2019-04-08 15:42:01,2019-04-08,AS1904050303,CRISTIAN HERNANDEZ,NUEVO,Jose Luis Azueta,310.0,ALCANCIA EN FORMA DE CERDITO AZULES,13.49,0.0,16.86,5226.6,0.0,0.0,1044.7
2019-04-10 17:57:02,2019-04-10,AS1904100201,CRISTIAN HERNANDEZ,RECURRENTE,ARMANDO PIZAÑA,100.0,USB PIEL,80.0,0.0,101.6,10160.0,0.0,0.0,2160.0
2019-04-16 08:35:00,2019-04-15,AS1904010104,CRISTIAN HERNANDEZ,NUEVO,UNITED AUTO,500.0,LLAVEROS PVC,13.32,0.0,19.49,9745.0,0.0,980.0,2105.0
2019-04-16 13:16:10,2019-04-16,AS1904110207,CRISTIAN HERNANDEZ,RECURRENTE,LA SALLE PACHUCA,500.0,MOCHILA DE HOMBRO,114.14,3.08,136.77,68385.0,2.0,0.0,9546.72
2019-04-17 15:55:23,2019-04-17,PS1903260502,CRISTIAN HERNANDEZ,RECURRENTE,MAYAKOBA,500.0,PORTA GAFETE,9.38,0.0,14.54,7270.0,2.0,0.0,2561.24
2019-04-26 10:42:17,2019-04-25,PS1903130104,CRISTIAN HERNANDEZ,RECURRENTE,SEVILLA  FUSION,3000.0,BOLÍGRAFO METÁLICO,9.0,0.9,11.95,35850.0,4.0,0.0,6114.0
2019-04-26 10:47:19,2019-04-25,AS1904220302,CRISTIAN HERNANDEZ,RECURRENTE,ADHETEC,420.0,CARRIE Llavero de plástico en forma de casco,4.8,1.43,14.73,6186.6,2.0,0.0,3560.4
2019-04-26 10:47:19,2019-04-25,AS1904220302,CRISTIAN HERNANDEZ,RECURRENTE,ADHETEC,1845.0,PLUMA PLÁSTICA MODELO ECOPEN,3.15,0.94,4.7,8671.5,3.0,0.0,1116.0
2019-04-26 10:47:19,2019-04-25,AS1904220302,CRISTIAN HERNANDEZ,RECURRENTE,ADHETEC,250.0,CILINDRO TRIBEC,14.43,2.55,22.73,5682.5,2.0,0.0,1408.64
2019-04-30 16:58:30,2019-04-29,AS1904030101,CRISTIAN HERNANDEZ,RECURRENTE,PRODIMAR,1000.0,BOLIGRAFO DE PLASTICO TWIST,2.81,1.71,5.28,5280.0,3.0,0.0,751.570000000001
2019-04-30 16:58:30,2019-04-29,AS1904170102,CRISTIAN HERNANDEZ,NUEVO,Misha  Bautista,350.0,BOLIGRAFO DE PLASTICO ABS,7.44,1.43,13.48,4718.0,2.0,0.0,1598.62
2019-05-09 17:18:35,2019-05-09,AS1905070503,CRISTIAN HERNANDEZ,RECURRENTE,LA SALLE PACHUCA,3000.0,BOLIGRAFO PLASTICO CON MARCATEXTOS,5.25,0.77,11.44,34320.0,4.0,0.0,16239.0
2019-05-13 15:44:18,2019-05-13,PS1905090101,CRISTIAN HERNANDEZ,RECURRENTE,VMACS,50.0,MEMORIA USB PUBLICITARIA GIRATORIA,87.75,6.5,127.24,6362.0,2.0,0.0,1474.0
2019-05-15 08:32:34,2019-05-14,PS1904170105,CRISTIAN HERNANDEZ,RECURRENTE,FLUIDOS DE PUEBLA,2000.0,BOLÍGRAFO METÁLICO,9.0,2.0,13.53,27060.0,4.0,0.0,5024.0
2019-05-15 17:32:27,2019-05-15,AS1905060102,CRISTIAN HERNANDEZ,RECURRENTE,ARMANDO PIZAÑA,82.0,Bolígrafo,36.18,0.0,49.01,4018.82,0.0,0.0,1052.06
2019-05-15 17:40:21,2019-05-15,PS1905130101,CRISTIAN HERNANDEZ,RECURRENTE,SMASH,300.0,LIBRETA SMYRNA,30.87,3.15,39.12,11736.0,2.0,0.0,1468.26
2019-05-15 17:40:21,2019-05-15,PS1905130101,CRISTIAN HERNANDEZ,RECURRENTE,SMASH,1000.0,Flyers tamaño carta,1.82,0.0,2.09,2090.0,0.0,0.0,270.0
2019-05-17 13:50:41,2019-05-15,AS1905130101,CRISTIAN HERNANDEZ,RECURRENTE,MEXICANA DE BECAS,100.0,USB GIRATORIA,52.0,4.84,80.88,8088.0,2.0,0.0,2300.0
